,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Height,Length,Width,Doors,ARAI_Certified_Mileage,Gears,Ground_Clearance,Seating_Capacity,Type,Airbags,Kerb_Weight,Front_Track,Rear_Track,Power,Torque,Wheelbase,Minimum_Turning_Radius
1096,Audi,Q7,45,7221500,2967,6,4,AWD,In-line,BS IV,75,Diesel,SUV,1740,5052,1968,5,14.75,8,200,7,Automatic,7,2330,1679,1691,22,400,2994,6.1
1097,Audi,S5,Sportback,7243000,2995,6,4,AWD,V,BS IV,58,Petrol,Sedan,1384,4718,1843,4,13.57,7,165,5,Automatic,8,1790,1588,1575,22,364.96,2811,5.8
1098,Land Rover Rover,Range Velar,2,7246802,1999,4,4,4WD,In-line,BS IV,45,Diesel,SUV,1665,4797,2145,5,15.7,9,165,5,Automatic,4,1785,1490,1540,22,245.71,2874,5.2
1099,Land Rover Rover,Range Velar,2,7246802,1997,4,4,4WD,In-line,BS IV,65,Petrol,SUV,1665,4797,2145,5,12.63,9,165,5,Automatic,5,1785,1490,1540,22,243.33,2874,5.2
1100,Mercedes-Benz,E-Class,E350 D,7285332,2987,6,4,RWD,V,BS IV,80,Diesel,Sedan,1494,5063,1860,4,142,5,155,5,Automatic,6,1785,1595,1597,22,387.5,3079,5.2
1101,Bmw,X5,Xdrive30D Sport,7330000,2993,6,4,AWD,In-line,BS IV,45,Diesel,SUV,1745,4922,2218,5,13.38,8,165,5,Automatic,6,1785,1600,1659,22,413.33,2575,5.2
1102,Mercedes-Benz,Gle,300D 4Matic,7370000,1950,4,4,AWD,V,BS VI,93,Diesel,SUV,1772,4924,2157,5,23,9,165,5,Automatic,7,1785,1667,1687,22,312.5,2915,5.2
1103,Bmw,6-Series,630D Gt M Sport,7450000,2993,6,4,AWD,V,BS IV,88,Diesel,Sedan,1481,5219,2142,4,16.46,8,152,4,Automatic,6,1865,1611,1650,29.33,310,3210,7.5
1104,Ford,Mustang,Fastback V8,7462000,4951,8,4,RWD,V,BS IV,60.9,Petrol,"Sedan, Coupe",1391,4784,2080,3,13,6,137,4,Automatic,7,1785,1490,1540,29.33,121.18,2720,5.2
1105,Mercedes-Benz,E-Class All Terrain,E 220D,7500000,1950,6,4,RWD,V,BS VI,80,Diesel,SUV,1475,4933,1852,4,12.06,5,155,5,Automatic,6,1785,1595,1597,29.33,250,3079,5.2
1106,Mercedes-Benz,C-Class,43,7500000,3982,8,4,RWD,In-line,BS VI,66,Petrol,Coupe,1426,4756,1839,4,1449,7,112,5,Automatic,6,1730,1490,1540,29.33,400,2840,5.64
1107,Jeep,Grand Cherokee,Summit Petrol,7515000,3604,6,4,AWD,V,BS IV,93.5,Petrol,SUV,1802,4828,1943,5,8.61,5,165,5,Automatic,5,2455,1490,1540,29.33,80.7,2915,5.2
1108,Audi,Q7,40,7621500,1984,6,4,AWD,In-line,BS IV,75,Petrol,SUV,1740,5052,1968,5,23,8,200,7,Automatic,7,2330,1679,1691,29.33,231.25,2994,6.1
1109,Land Rover,Discovery,3,7693664,2995,6,4,4WD,V,BS IV,89,Petrol,SUV,1846,4988,2200,5,9.17,8,165,7,Automatic,7,1785,1692.4,1686.6,29.33,128.57,2922,5.2
1110,Mercedes-Benz,E-Class Cabriolet,E400,7711338,2996,6,4,FWD,V,BS IV,80,Petrol,Convertible,1398,4703,1786,2,10,5,165,4,Manual,5,1640,862,1081,29.33,300,2760,5.6
1111,Audi,Q7,40,7711500,1984,6,4,AWD,In-line,BS IV,75,Petrol,SUV,1740,5052,1968,5,23,8,200,7,Automatic,7,2330,1679,1691,29.33,231.25,2994,6.1
1112,Mercedes-Benz,Gla-Class,45,7784944,1991,4,4,4WD,In-line,BS IV,50,Petrol,SUV,1479,4445,1804,5,13.8,7,183,5,Automatic,5,1720,1569,1560,29.33,200,2699,11.84
1113,Jeep,Grand Cherokee,Limited,7882867,2987,6,4,AWD,V,BS IV,93.5,Diesel,SUV,1802,4828,1943,5,12.8,5,206,5,Automatic,4,2432,1490,1540,29.33,285,2915,5.2
1114,Bmw,Z4 Roadster,M 40I,7890000,2998,6,4,RWD,In-line,BS VI,52,Petrol,"Sports, Convertible",1304,4324,1459,2,7.6,8,165,2,Automatic,3,1610,1609,1616,33.67,500@1600-4500rpm,2470,5.2
1115,Audi,Q7,45,8021500,2967,6,4,AWD,In-line,BS IV,75,Diesel,SUV,1740,5052,1968,5,14.75,8,200,7,Automatic,7,2330,1679,1691,9.22,400,2994,6.1
1116,Mercedes-Benz,Gla-Class,45,8067000,1991,4,4,4WD,In-line,BS IV,50,Petrol,SUV,1479,4445,1804,5,13.8,7,183,5,Automatic,5,1720,1569,1560,9.22,211.11,2699,11.84
1117,Land Rover,Discovery,3,8077550,2995,6,4,4WD,V,BS IV,89,Petrol,SUV,1846,4988,2200,5,9.17,8,165,7,Automatic,7,1785,1692.4,1686.6,9.22,128.57,2922,11.6
1118,Volvo,Xc90,D5 Momentum,8090000,1969,4,4,AWD,In-line,BS IV,68,Diesel,SUV,1776,4950,2140,5,17.2,8,218,7,Automatic,4,2910,1668,1671,39,270.11,2984,6.1
1119,Audi,Q7,45,8111500,2967,6,4,AWD,In-line,BS IV,75,Diesel,SUV,1740,5052,1968,5,14.75,8,200,7,Automatic,7,2330,1679,1691,39,400,2994,6.1
1120,Bmw,M2 Competition,Coupe,8180000,2979,6,4,RWD,In-line,BS VI,52,Petrol,Coupe,1410,4461,1854,2,10,7,165,4,Automatic,9,1625,1579,1601,39,234.04,2693,5.2
1121,Mercedes-Benz,V-Class,Exclusive Lwb,8190000,2143,4,4,RWD,In-line,BS VI,93,Diesel,MUV,1880,5140,1928,5,23,7,165,6,Automatic,3,1785,1490,1540,39,271.43,3200,5.2
1122,Bmw,X5,Xdrive30D Xline,8290000,2993,6,4,AWD,In-line,BS IV,45,Diesel,SUV,1745,4922,2218,5,13.38,8,165,5,Automatic,6,1785,1600,1659,37.5,413.33,2575,5.2
1123,Bmw,X5,Xdrive40I M Sport,8290000,2998,6,4,AWD,In-line,BS IV,45,Petrol,SUV,1745,4922,2218,5,11.24,8,165,5,Automatic,6,1785,1600,1659,39,300,2575,5.2
1124,Land Rover,Discovery,3,8433741,2995,6,4,4WD,V,BS IV,89,Petrol,SUV,1846,4988,2200,5,9.17,8,165,7,Automatic,7,1785,1490,1540,39,128.57,2922,5.9
1125,Mercedes-Benz,Cls,300D,8470000,1950,4,4,RWD,In-line,BS VI,45,Diesel,Sedan,1435,4988,1890,5,23,9,165,5,Automatic,3,1785,1490,1540,37.5,312.5,2450,5.2
1126,Volvo,Xc90,D5 R-Design,8491500,1969,4,4,AWD,In-line,BS IV,68,Diesel,SUV,1776,4950,2140,5,17.2,8,218,7,Automatic,3,2962,1668,1671,37.5,0,2984,5.2
1127,Porsche,Macan,S,8503000,2995,6,4,AWD,In-line,BS IV,65,Petrol,SUV,1624,4696,1923,5,10.8,7,190,5,Automatic,5,1865,1655,1651,39,352.94,2807,5.2
1128,Porsche,718,Cayman,8595000,1988,4,4,RWD,Flat,BS IV,54,Petrol,Coupe,1281,4379,1801,2,7.4,5,165,2,Automatic,3,1440,1490,1540,39,194.87,2475,5.2
1129,Land Rover Rover,Range Sport,2.0L S Petrol,8670586,1997,8,4,4WD,V,BS IV,105,Petrol,SUV,1803,4879,2220,5,23,8,295.5,7,Automatic,8,2083,1692,1686,33.47,266.67,2923,5.2
1130,Mercedes-Benz,Gls,Grand Edition Petrol,8690000,2996,8,4,AWD,V,BS IV,80,Petrol,SUV,1850,5146,1982,4,12,7,307,7,Automatic,9,2580,1490,1540,33.5,91.43,3075,5.5
1131,Mercedes-Benz,Gls,Grand Edition Diesel,8690000,2987,6,4,AWD,V,BS IV,100,Diesel,SUV,1850,5120,1934,4,11.6,7,307,5,Automatic,7,2535,1490,1540,33.52,386.88,3075,6.2
1132,Mercedes-Benz,Gls,400,8776900,2996,8,4,AWD,V,BS IV,80,Petrol,SUV,1850,5146,1982,4,12,7,307,7,Automatic,9,2580,1490,1540,37.33,91.43,3075,5.5
1133,Volvo,Xc90,D5 Inscription,8790000,1969,4,4,AWD,In-line,BS IV,68,Diesel,SUV,1776,4950,2140,5,17.2,8,218,7,Automatic,3,2962,1668,1671,37.33,270.11,2984,5.2
1134,Mercedes-Benz,Gls,350,8820000,2987,6,4,AWD,V,BS IV,100,Diesel,SUV,1850,5120,1934,4,11.6,7,307,5,Automatic,7,2535,1490,1540,37.33,386.88,3075,6.2
1135,Land Rover,Discovery,3,8877094,2993,6,4,4WD,V,BS IV,85,Diesel,SUV,1846,4988,2200,5,18,8,165,7,Automatic,7,1785,1692.4,1686.6,37.33,300,2922,5.2
1136,Jeep,Grand Cherokee,Summit,8931819,2987,6,4,AWD,V,BS IV,93.5,Diesel,SUV,1802,4828,1943,5,12.8,5,165,5,Automatic,5,2455,1490,1540,37.33,285,2915,5.2
1137,Land Rover,Discovery,3,8937846,2995,6,4,4WD,V,BS IV,89,Petrol,SUV,1846,4988,2200,5,9.17,8,165,7,Automatic,7,1785,1692.4,1686.6,37.33,128.57,2922,5.9
1138,Porsche,718,Boxster,8995000,1988,4,4,RWD,Flat,BS IV,54,Petrol,Convertible,1281,4379,1801,2,7.4,5,165,2,Automatic,3,1440,1490,1540,14.17,194.87,2475,5.2
1139,Jaguar,F-Type,2.0L Coupe,9092578,1997,6,4,RWD,V,BS IV,63,Petrol,Coupe,1311,4482,1923,2,15.3,8,165,2,Automatic,3,1577,1490,1540,17.5,0,2622,5.33
1140,Jaguar,F-Type,2,9366433,1997,4,4,RWD,V,BS IV,63,Petrol,Coupe,1311,4482,1923,2,10.85,8,113,2,Automatic,2,1730,1490,1540,14.17,0,2622,5.33
1141,Land Rover Rover,Range Sport,2.0L Se Petrol,9448181,1997,8,4,4WD,V,BS IV,105,Petrol,SUV,1803,4879,2220,5,23,8,295.5,7,Automatic,8,2083,1692,1686,33.55,266.67,2923,5.2
1142,Toyota,Land Cruiser Prado,Vx L,9630000,2982,4,4,4WD,In-line,BS IV,87,Diesel,SUV,1880,4840,1885,5,11.13,5,165,7,Automatic,6,1785,1490,1540,14.29,256.25,2790,5.8
1143,Volvo,Xc90,T8 Inscription,9665000,1969,4,4,AWD,In-line,BS IV,68,Hybrid,SUV,1776,4950,2140,5,17.2,8,238,7,Automatic,7,2962,1668,1671,14.29,0,2984,5.2
1144,Land Rover,Discovery,3,9689321,2993,6,4,4WD,V,BS IV,85,Diesel,SUV,1846,4988,2200,5,18,8,165,7,Automatic,7,1785,1692.4,1686.6,17.89,300,2922,11.6
1145,Jaguar,Xj,3.0L,9738609,2993,6,4,AWD,V,BS IV,82,Diesel,Sedan,1457,5252,1899,4,12.9,8,100,5,Automatic,4,1871,1626,1604,14.29,171.43,3157,6.3
1146,Lexus,Rx 450H,450Hl Luxury,9900000,3456,6,4,AWD,V,BS IV,65,Petrol,SUV,1700,5000,1895,4,18,5,165,5,Automatic,10,2195,1640,1630,17.89,72.83,2790,5.2
1147,Jaguar,F-Type,2.0L Convertible,10144987,1997,6,4,RWD,V,BS IV,63,Petrol,Convertible,1308,4482,1923,2,23,8,113,2,Automatic,2,1614,1490,1540,17.89,0,2622,5.33
1148,Land Rover,Discovery,3,10205494,2993,6,4,4WD,V,BS IV,85,Diesel,SUV,1846,4988,2200,5,18,8,165,7,Automatic,7,1785,1692.4,1686.6,14.29,300,2922,5.9
1149,Bmw,X7,Xdrive30D Dpe Signature,10250000,2993,6,4,AWD,In-line,BS VI,80,Diesel,SUV,1805,5151,2000,5,13.38,8,165,7,Automatic,9,1785,1490,1540,17.89,0,3105,5.2
1150,Land Rover Rover,Range Sport,3.0L Tdv6 S Diesel,10373732,2993,6,4,FWD,V,BS IV,80,Diesel,SUV,1803,4879,2220,5,23,8,172,5,Automatic,8,2134,1692,1686,14.29,342.86,2923,5.2
1151,Jaguar,F-Type,2,10419200,1997,8,4,RWD,V,BS IV,63,Petrol,Convertible,1308,4482,1923,2,10.7,8,113,2,Automatic,2,1665,1490,1540,17.89,0,2622,5.33
1152,Bmw,X7,Xdrive 40I,10490000,2998,6,4,AWD,In-line,BS VI,80,Petrol,SUV,1805,5151,2000,5,13.38,8,165,7,Automatic,7,1785,1490,1540,14.29,0,3105,5.2
1153,Jaguar,Xj,3.0L Portfolio,10725145,2993,6,4,AWD,V,BS IV,83,Diesel,Sedan,1457,5252,1899,4,12.9,8,100,5,Automatic,5,1871,1626,1604,17.89,171.43,3157,6.3
1154,Land Rover,Discovery,3,10861088,2993,6,4,4WD,V,BS IV,85,Diesel,SUV,1846,4988,2200,5,18,8,165,7,Automatic,7,1785,1692.4,1686.6,14.29,300,2922,5.9
1155,Mercedes-Benz,V-Class,Elite,11000000,1950,4,4,RWD,V,BS VI,70,Diesel,MPV,1901,5140,1928,5,23,9,165,6,Automatic,9,1785,1666,1646,17.89,158.33,3200,5.2
1156,Jaguar,Xj,50,11129599,2993,6,4,AWD,V,BS IV,82,Diesel,Sedan,1460,5255,1899,4,12.9,8,100,5,Automatic,4,1860,1626,1604,16.07,382.78,3157,6.3
1157,Audi,Rs5,Coupe,11141200,2894,8,4,AWD,In-line,BS IV,58,Petrol,Coupe,1520,4649,1695,2,10.8,7,160,4,Automatic,6,1770,1586,1582,16.07,315.79,2450,5.8
1158,Jeep,Grand Cherokee,Srt,11400000,6417,8,4,AWD,V,BS IV,93.5,Petrol,SUV,1749,4846,1954,5,12.8,8,210,5,Automatic,4,2458,1490,1540,17.89,0,2915,5.2
1159,Land Rover Rover,Range Sport,3.0L V6 Se Petrol,11476911,2995,6,4,4WD,V,BS IV,85,Petrol,SUV,1803,4879,2220,5,23,8,295.5,7,Automatic,8,2134,1693,1686,17.89,128.57,2923,5.2
1160,Land Rover Rover,Range Sport,3.0L Tdv6 Se Diesel,11913021,2993,6,4,FWD,V,BS IV,80,Diesel,SUV,1803,4879,2220,5,23,8,227,5,Automatic,8,2134,1692,1686,17.89,342.86,2923,6.3
1161,Porsche,Cayenne,Base,11936000,2995,6,4,AWD,V,BS VI,75,Petrol,SUV,1705,4918,1983,5,23,8,210,5,Automatic,3,2840,1490,1540,16.07,335.82,2895,12.1
1162,Bmw,7-Series,730Ld Design Pure Excellence,12290000,2993,6,4,AWD,V,BS VI,78,Diesel,Sedan,1479,5120,2169,4,17.66,8,152,4,Automatic,7,1785,1618,1646,16.07,310,3210,7.5
1163,Mercedes-Benz,Gle,400D 4Matic Hip Hop Edition,12500000,2925,6,4,AWD,V,BS VI,93,Diesel,SUV,1772,4924,2157,5,23,9,165,5,Automatic,7,2150,1667,1687,17.89,583.33,2915,5.9
1164,Volvo,Xc90,T8 Excellence,13124000,1969,4,4,AWD,In-line,BS IV,68,Hybrid,SUV,1776,4950,2140,5,23,8,218,4,Automatic,4,2910,1668,1671,17.89,290.91,2984,6.1
1165,Porsche,Cayenne Coupe,Base,13151000,2995,6,4,AWD,V,BS VI,75,Petrol,SUV,1676,4931,2194,5,11.6,8,165,5,Automatic,10,2030,1490,1540,16.07,335.82,2895,5.2
1166,Bmw,7-Series,730Ld Design Pure Excellence Signature,13200000,2993,6,4,AWD,V,BS VI,78,Diesel,Sedan,1479,5120,2169,4,17.66,8,152,4,Automatic,7,1785,1618,1646,16.07,310,3210,7.5
1167,Land Rover Rover,Range Sport,3.0L V6 Hse Petrol,13228725,2995,6,4,4WD,V,BS IV,85,Petrol,SUV,1803,4879,2220,5,23,8,295.5,7,Automatic,8,2134,1693,1686,14.29,128.57,2923,5.2
1168,Audi,Q8,55,13359500,2995,4,4,AWD,V,BS VI,85,Petrol,SUV,1740,5052,1968,5,23,8,200,7,Automatic,7,2115,1490,1540,17.89,364.96,2994,5.2
1169,Maserati,Ghibli,Diesel,13387856,2987,4,4,FWD,V,BS IV,70,Diesel,SUV,1461,4971,2100,4,23,8,165,5,Automatic,2,1810,1635,1653,17.89,285,2998,5.85
1170,Bmw,7-Series,730Ld M Sport,13510000,2993,6,4,AWD,V,BS VI,78,Diesel,Sedan,1479,5120,2169,4,17.66,8,152,4,Automatic,7,1785,1618,1646,14.29,310,3210,7.5
1171,Bmw,7-Series,740Li Design Pure Excellence Signature,13510000,2998,6,4,AWD,V,BS VI,78,Petrol,Sedan,1479,5120,2169,4,11.86,8,152,4,Automatic,7,1785,1618,1646,17.89,300,3210,5.2
1172,Mercedes-Benz,S-Class,350,13558438,2987,6,4,RWD,V,BS IV,90,Diesel,Sedan,1494,5116,1899,4,13.5,7,140,5,Automatic,6,2132,1624,1637,14.83,387.5,3035,6.15
1173,Bmw,M4,Coupe,13590000,2979,6,4,RWD,In-line,BS IV,60,Petrol,Coupe,1383,4671,1870,2,10.75,7,121,4,Automatic,9,1612,1579,1603,13.67,297.3,2812,6.1
1174,Maserati,Ghibli,Gransport,13881858,2987,4,4,FWD,V,BS IV,70,Diesel,SUV,1461,4971,2100,4,23,8,165,5,Automatic,2,1810,1635,1653,13.67,300,2998,5.85
1175,Mercedes-Benz,S-Class,450,13976653,2996,6,4,RWD,V,BS IV,70,Petrol,Sedan,1494,5246,1899,4,7.8,7,109,5,Automatic,6,2113,1624,1637,13.67,300,3165,6.45
1176,Maserati,Ghibli,Granlusso,14247814,2987,4,4,FWD,V,BS IV,70,Diesel,SUV,1461,4971,2100,4,23,8,165,5,Automatic,2,1810,1635,1653,13.67,300,2998,5.85
1177,Maserati,Levante,Diesel,14512054,2987,6,4,AWD,V,BS IV,80,Diesel,SUV,1679,5003,2158,4,7.9,6,165,4,Automatic,5,1785,1624,1676,50.88,300,3004,5.2
1178,Toyota,Land Cruiser,Vx,14699000,4461,8,4,AWD,V,BS IV,93,Diesel,SUV,1910,4950,1980,5,9,6,225,7,Automatic,7,2740,1640,1635,44.12,406.25,2850,5.9
1179,Maserati,Levante,Gransport,14863774,2979,6,4,AWD,V,BS IV,80,Diesel,SUV,1679,5003,2158,5,7.9,6,165,4,Automatic,5,1785,1624,1676,44.12,111.11,3004,5.2
1180,Land Rover Rover,Range Sport,4.4L Sdv8 Hse Diesel,14908985,4367,8,2,4WD,V,BS IV,105,Diesel,SUV,1803,4879,2220,5,11.5,8,295.5,7,Automatic,8,2443,1692,1686,44.12,328.89,2923,5.2
1181,Mercedes-Benz,G-Class,G 350D,15000000,2925,6,4,AWD,V,BS VI,100,Diesel,SUV,1969,4817,1931,5,23,9,241,7,Automatic,10,2453,1638,1638,44.12,240,2890,5.2
1182,Mercedes-Benz,E-Class,63,15000000,5461,8,4,AWD,V,BS IV,80,Petrol,Sedan,1474,4879,1854,4,8.5,7,155,4,Automatic,5,1845,1490,1540,44.12,411.43,2874,5.65
1183,Maserati,Levante,Granlusson,15383399,2979,6,4,AWD,V,BS IV,80,Diesel,SUV,1679,5003,2158,5,7.9,6,165,4,Automatic,5,1785,1624,1676,31.92,128.89,3004,5.2
1184,Bmw,M5,Competition,15490000,4395,8,4,AWD,V,BS VI,68,Petrol,Sedan,1473,4956,1903,4,9.8,8,165,4,Automatic,9,1950,1626,1594,48.82,416.67,2964,5.2
1185,Audi,A8 L,55,15600000,2995,8,4,AWD,V,BS VI,82,Petrol,Sedan,1485,5302,1945,4,23,8,165,4,Automatic,6,2030,1644,1633,33.58,364.96,3128,6.35
1186,Land Rover Rover,Range Sport,2.0L Hse Petrol,15600000,1997,8,4,4WD,V,BS IV,105,Petrol,SUV,1803,4879,2220,5,23,8,295.5,7,Automatic,8,2687,1690,1683,44.12,266.67,2923,5.2
1187,Porsche,Cayenne,E-Hybrid,15806000,2995,6,4,AWD,V,BS VI,75,Hybrid,SUV,1696,4918,1983,5,3.4,8,210,5,Automatic,3,2370,1490,1540,51.18,84.91,2895,5.2
1188,Bmw,7-Series,745Le Xdrive,16500000,2998,6,4,AWD,V,BS VI,46,Hybrid,Sedan,1481,5219,2142,4,23,8,152,4,Automatic,7,1785,1611,1650,51.18,326.09,3110,5.2
1189,Audi,Rs7,Sportback,17072000,3993,8,4,AWD,In-line,BS IV,75,Petrol,"Sedan, Coupe",1419,5012,1911,4,9.8,8,109,4,Automatic,7,1995,1634,1625,44.12,400,2915,11.9
1190,Maserati,Granturismo,Sport,17229579,4691,8,4,RWD,V,BS IV,86,Petrol,Coupe,1353,4881,1915,2,10,6,100,4,Automatic,4,1880,1586,1590,31.92,109.47,2942,10.7
1191,Porsche,911,Carrera S,17420000,2981,6,4,AWD,Flat,BS VI,64,Petrol,Coupe,1300,4519,1852,2,8.9,8,165,4,Automatic,4,1515,1490,1540,31.92,106,2450,5.2
1192,Maserati,Quattroporte,Granlusso,17900000,2987,6,4,RWD,V,BS VI,70,Diesel,Sports,1481,5262,1948,4,7.9,6,100,4,Automatic,5,1925,1634,1647,44.12,300,3171,11.8
1193,Land Rover Rover,Range Sport,5.0L V8 Autobiography Dynamic Petrol,17940227,4999,8,4,4WD,In-line,BS IV,45,Petrol,SUV,1803,4879,2220,5,23,5,165,5,Automatic,4,1785,1692.5,1686.4,44.12,250,2923,5.2
1194,Land Rover Rover,Range,3.0L Tdv6 Vogue Diesel,18185267,2993,6,4,4WD,V,BS IV,45,Diesel,SUV,1868,5200,2120,5,23,8,295.5,5,Automatic,6,1785,1692,1685,21.88,342.86,3120,5.2
1195,Lexus,Ls 500H,Luxury,18221000,3456,6,4,AWD,V,BS IV,82,Hybrid,SUV,1450,5235,1900,4,15.4,5,165,5,Automatic,10,2300,1630,1635,21.88,68.63,3125,5.7
1196,Lexus,Ls 500H,Ultra Luxury,18736000,3456,6,4,AWD,V,BS IV,82,Hybrid,SUV,1450,5235,1900,4,15.4,5,165,5,Automatic,10,2322,1630,1635,21.88,68.63,3125,5.7
1197,Porsche,911,Carrera S Cabriolet,18844000,2981,6,4,AWD,Flat,BS VI,64,Petrol,Convertible,1299,4519,1852,2,9.1,8,165,4,Automatic,4,1585,1490,1540,23.26,106,2450,5.2
1198,Mercedes-Benz,Gls,63,19199181,5461,8,4,AWD,V,BS IV,80,Petrol,SUV,1850,5146,1982,4,12,7,307,7,Automatic,7,2580,1490,1540,23.26,144.76,3075,5.5
1199,Porsche,Cayenne,Turbo,19210000,3996,6,4,AWD,V,BS VI,90,Petrol,SUV,1673,4926,1983,5,16.2,8,190,5,Automatic,3,2245,1490,1540,21.88,171.11,2895,5.2
1200,Lexus,Ls 500H,Distinct,19371000,3456,6,4,AWD,V,BS IV,82,Hybrid,SUV,1450,5235,1900,4,15.4,5,165,5,Automatic,10,2345,1630,1635,52.06,68.63,3125,5.7
1201,Land Rover Rover,Range,3.0L V6 Vogue Lwb Petrol,19527130,2995,6,4,4WD,V,BS IV,85,Petrol,SUV,1840,5199,2220,5,11.6,8,295.5,7,Automatic,8,2687,1690,1683,52.06,128.57,3120,5.2
1202,Land Rover Rover,Range,3.0L Tdv6 Vogue Lwb Diesel,19527130,2993,6,4,4WD,V,BS IV,45,Diesel,SUV,1868,5200,2073,5,23,8,295.5,7,Automatic,8,2687,1692,1685,52.06,342.86,3120,5.2
1203,Lexus,Lc 500H,Coupe,19600000,3456,6,4,AWD,V,BS IV,82,Hybrid,Coupe,1345,4770,1920,2,23,5,165,4,Automatic,8,1985,1630,1635,52.06,68.63,2870,5.3
1204,Porsche,Cayenne Coupe,Turbo,19763000,2995,8,4,AWD,V,BS VI,90,Petrol,SUV,1676,4931,2194,5,15.3,8,165,5,Automatic,10,2200,1490,1540,31.92,385,2895,5.2
1205,Maserati,Grancabrio,Standard,19865675,4691,8,4,RWD,V,BS IV,75,Petrol,Convertible,1353,4881,2056,2,9.8,6,128,4,Automatic,4,1980,1586,1590,31.92,107.37,2942,6.1
1206,Mercedes-Benz,Maybach,S560,19890000,4663,8,4,AWD,V,BS IV,80,Petrol,Sedan,1494,5246,1899,4,7.8,9,165,4,Automatic,6,2200,1490,1540,52.06,388.89,3165,6.45
1207,Land Rover Rover,Range Sport,5.0L V8 Svr Petrol,20517853,4999,8,4,4WD,V,BS IV,45,Petrol,SUV,1803,4882,2220,5,23,5,165,5,Automatic,4,2310,1692.5,1686.4,77.94,200,2923,5.2
1208,Nissan,Gtr,3.8,21240272,3799,6,4,AWD,V,BS IV,74,Petrol,Coupe,1370,4710,1895,2,9,6,110,4,Automatic,6,1752,1490,1540,18.85,199.06,2780,5.2
1209,Porsche,Panamera,Turbo,21263000,3996,8,4,AWD,V,BS IV,90,Petrol,Sedan,1427,5049,1937,4,10.63,7,215,4,Automatic,6,2045,1490,1540,31.23,392.86,2950,5.5
1210,Land Rover Rover,Range,3.0L V6 Vogue Se Lwb Petrol,21398758,2995,6,4,4WD,V,BS IV,85,Petrol,SUV,1840,5199,2220,5,11.6,8,295.5,7,Automatic,8,2687,1690,1683,17.83,128.57,3120,5.2
1211,Mercedes-Benz,Amg-Gt,S,21583466,3982,8,4,AWD,V,BS IV,75,Petrol,Coupe,1288,4546,1939,2,7.8,7,165,2,Automatic,7,1645,1490,1540,17.83,371.43,2630,5.75
1212,Porsche,Panamera,Turbo Sport Turismo,21747000,3996,8,4,AWD,V,BS IV,90,Petrol,Sedan,1432,5049,1937,4,10.63,7,215,4,Automatic,6,1785,1490,1540,17.83,392.86,2950,5.5
1213,Mercedes-Benz,G-Class,63,21875136,3982,8,4,AWD,V,BS VI,96,Petrol,SUV,1938,4763,1855,5,23,9,205,7,Automatic,10,2560,1475,1475,17.83,340,2850,13.5
1214,Jaguar,F-Type,5,22155390,5000,6,4,RWD,V,BS IV,72,Petrol,Coupe,1308,4470,2042,2,14.3,8,165,2,Automatic,2,1785,1597,1649,17.83,272,2622,10.66
1215,Porsche,Panamera,Turbo Executive,22613000,3996,8,4,AWD,V,BS IV,90,Petrol,Sedan,1432,5199,1937,4,10.63,7,215,4,Automatic,6,1785,1490,1540,17.83,392.86,3100,5.5
1216,Mercedes-Benz,Amg-Gt,Roadster,22733626,3982,8,4,AWD,V,BS IV,75,Petrol,Coupe,1259,4544,1939,2,7.8,7,165,2,Automatic,7,1670,1490,1540,17.83,370.59,2630,5.75
1217,Mercedes-Benz,Amg-Gt,R,23264134,3982,8,4,AWD,V,BS IV,75,Petrol,Coupe,1284,4551,2007,2,7.8,7,165,2,Automatic,7,1630,1490,1540,17.83,368.42,2630,5.75
1218,Lexus,Lx 450D,V8,23290000,4461,4,8,FWD,V,BS IV,93,Diesel,SUV,1865,5080,1980,4,18,6,165,7,Automatic,10,2660,1650,1645,17.83,406.25,2850,5.2
1219,Lexus,570,V8,23290000,5700,4,8,FWD,V,BS IV,93,Diesel,SUV,1865,5080,1980,4,18,6,165,7,Automatic,10,2660,1650,1645,17.83,341.25,2850,5.2
1220,Mercedes-Benz,S-Class Cabriolet,S500,23491293,4663,8,4,RWD,V,BS IV,80,Petrol,Convertible,1417,5027,1899,2,7.8,5,165,4,Automatic,5,2115,1625,1649,17.83,388.89,2945,6.15
1221,Jaguar,F-Type,5,23659454,5000,4,4,FWD,In-line,BS IV,45,Petrol,Convertible,1308,4470,1923,4,23,8,165,5,Automatic,2,1785,1585,1649,17.83,250,2622,5.2
1222,Land Rover Rover,Range,4.4L Sdv8 Vogue Se Lwb Diesel,23675691,4367,8,2,4WD,V,BS IV,45,Diesel,SUV,1868,5200,2073,5,23,8,295.5,7,Automatic,8,1785,1692,1685,17.83,422.86,3120,5.2
1223,Mercedes-Benz,Amg Gt 4-Door Coupe,63,24200000,1197,8,6,AWD,V,BS VI,65,Petrol,Coupe,1447,5054,1953,4,23,7,165,4,Automatic,2,1785,1669,1664,17.83,368.42,2951,5.7
1224,Bmw,7-Series,M760Li Xdrive,24250000,6592,12,4,AWD,V,BS VI,78,Petrol,Sedan,1481,5219,2142,4,7.96,8,152,4,Automatic,7,1785,1611,1650,12.26,548.39,3110,5.2
