,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Height,Length,Width,Doors,ARAI_Certified_Mileage,Gears,Ground_Clearance,Seating_Capacity,Type,Airbags,Kerb_Weight,Front_Track,Rear_Track,Power,Torque,Wheelbase,Minimum_Turning_Radius
129,Maruti Suzuki,Celerio X,Zxi Amt (O),552350,998,3,4,FWD,In-line,BS IV,35,Petrol,Hatchback,1560,3600,1600,5,23.1,5,165,5,Automatic,2,810,1420,1410,19,25.71,2425,4.7
130,Datsun,Go+,T,552656,1198,3,4,FWD,In-line,BS IV,35,Petrol,MPV,1507,3995,1635,5,20.6,5,180,7,Manual,2,1785,1440,1445,15,26,2450,4.6
131,Icml,Extreme,9,552890,1994,4,4,RWD,In-line,BS IV,50,Diesel,SUV,1885,4440,1695,5,11.12,5,170,9,Manual,2,1710,1490,1540,19,108,2541,5.6
132,Datsun,Go,T (O) Vdc,553015,1198,3,4,FWD,In-line,BS IV,35,Petrol,Hatchback,1507,3788,1636,5,20.1,5,180,5,Manual,2,864,1440,1445,26.36,26,2450,4.6
133,Maruti Suzuki,Dzire Tour,Lxi,553423,1197,4,4,FWD,In-line,BS IV,42,Petrol,Sedan,1555,3995,1695,4,22,5,170,5,Manual,2,935,1485,1495,11.33,28.75,2430,4.8
134,Datsun,Go+,A (O),555196,1198,3,4,FWD,In-line,BS IV,35,Petrol,MPV,1507,3995,1635,5,20.6,5,180,7,Manual,2,1785,1440,1445,19,26,2450,4.6
135,Hyundai,Xcent Prime,Cng T + (Cng +,556130,1197,4,4,FWD,In-line,BS IV,43,CNG + Petrol,Sedan,1520,3995,1660,4,25,5,165,5,Manual,2,1100,1479,1493,19,19,2425,5.2
136,Hyundai,Xcent Prime,T+,556130,1197,4,4,FWD,In-line,BS IV,43,Petrol,Sedan,1520,3995,1660,4,23,5,165,5,Manual,2,1100,1479,1493,19,19,2425,5.2
137,Hyundai,Santro,Asta Mt,556490,1086,4,4,FWD,In-line,BS IV,35,Petrol,Hatchback,1560,3610,1645,4,20.3,5,165,5,Manual,2,1785,1463,1481,26.56,22.01,2400,5.2
138,Toyota,Etios Liva,Gx,558400,1197,4,4,FWD,In-line,BS IV,45,Petrol,Hatchback,1510,3884,1695,5,18.16,5,170,5,Manual,2,895,1468,1474,26.56,33.55,2460,4.8
139,Maruti Suzuki,Baleno,1.2,558602,1197,4,4,FWD,In-line,BS VI,37,Petrol,Hatchback,1510,3995,1745,5,21.4,5,170,5,Manual,2,865,1515,1525,32.39,0,2520,4.9
140,Renault,Triber,Rxl,559000,999,3,4,FWD,In-line,BS VI,40,Petrol,MUV,1643,3990,1739,5,20.5,5,182,7,Manual,2,947,1547,1545,32.41,27.43,2636,5.2
141,Hyundai,Elite I20,1.2,559693,1197,4,4,FWD,In-line,BS IV,45,Petrol,Hatchback,1505,3995,1710,5,18.6,5,165,5,Manual,2,1066,1505,1503,26.56,28.75,2525,5.2
142,Mahindra,Kuv100 Nxt,K2 D 6Str Taxi,559741,1198,3,4,FWD,In-line,BS IV,35,Diesel,Hatchback,1655,3700,1735,5,25.32,5,170,6,Manual,2,1785,1490,1490,26.56,108.57,2385,5.2
143,Maruti Suzuki R,Wagon,1.2L Vxi Ags,560500,1197,3,4,FWD,In-line,BS VI,32,Petrol,Hatchback,1675,3655,1620,5,21.5,5,165,5,Automatic,1,1785,1490,1540,26.67,26.9,2450,5.2
144,Maruti Suzuki,Ignis,1.2,560841,1197,4,4,FWD,In-line,BS IV,32,Petrol,Hatchback,1595,3700,1690,5,20.89,5,180,5,Manual,2,825,1460,1470,26.67,26.9,2435,4.7
145,Nissan,Micra Active,Xl (O),563133,1198,3,12,FWD,In-line,BS IV,41,Petrol,Hatchback,1530,3801,1665,5,18.97,5,154,5,Manual,2,1785,1490,1540,26.67,26,2450,4.65
146,Maruti Suzuki R,Wagon,1.2L Vxi Ags (O),567500,1197,3,4,FWD,In-line,BS VI,32,Petrol,Hatchback,1675,3655,1620,5,21.5,5,165,5,Automatic,2,1785,1490,1540,14.77,26.9,2450,5.2
147,Premier,Rio,Ex,568623,1489,4,4,FWD,In-line,BS IV,46,Diesel,SUV,1730,3970,1570,5,16,5,200,5,Manual,2,1145,1305,1310,14.77,60.8,2420,4.7
148,Hyundai,Grand I10 Prime,Era T+ Crdi,568930,1120,3,4,FWD,In-line,BS IV,43,Diesel,Hatchback,1520,3765,1660,5,23,5,165,5,Manual,1,1785,1479,1493,14.77,10.87,2425,5.2
149,Tata,Tiago,Revotron Xz,570000,1199,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1535,3746,1647,5,23,5,170,5,Manual,2,930,1400,1420,14.77,34.55,2400,4.9
150,Hyundai,Santro,Sportz Amt,570990,1086,4,4,FWD,In-line,BS IV,35,Petrol,Hatchback,1560,3610,1645,4,20.3,5,165,5,AMT,1,1785,1463,1481,22.01,10.1kgm@4500RPM,2400,5.2
151,Mahindra,Kuv100 Nxt,K4+ 5Str,573250,1198,3,4,FWD,In-line,BS IV,35,Petrol,Hatchback,1655,3700,1735,5,18.15,5,170,5,Manual,2,1785,1490,1490,14.77,32.86,2385,5.2
152,Datsun,Go+,T (O),574448,1198,3,4,FWD,In-line,BS IV,35,Petrol,MPV,1507,3995,1635,5,20.6,5,180,7,Manual,2,1785,1440,1445,14.77,26,2450,4.6
153,Tata,Tigor,Revotron Xe,575000,1199,3,4,FWD,In-line,BS VI,35,Petrol,Sedan,1537,3992,1677,4,23,5,165,5,Manual,2,992,1490,1540,14.77,34.24,2450,5.1
154,Fiat,Punto Evo Pure,1.3,575947,1248,4,4,FWD,In-line,BS IV,45,Diesel,Hatchback,1525,3989,1687,5,20,5,185,5,Manual,1,1173,1490,1540,26.67,0,2510,5.2
155,Hyundai,Santro,Sportz Mt Cng,578990,1086,4,4,FWD,In-line,BS IV,60,CNG,Hatchback,1560,3610,1645,4,30.48,5,165,5,Manual,1,1785,1463,1481,18.09,8.3KGM@4500rpm,2400,5.2
156,Mahindra,Kuv100 Nxt,K4+ 6Str,579645,1198,3,4,FWD,In-line,BS IV,35,Petrol,Hatchback,1655,3700,1735,5,18.15,5,170,6,Manual,2,1785,1490,1490,26.67,32.86,2385,5.2
157,Hyundai,Aura,1.2,579900,1197,4,4,FWD,In-line,BS VI,37,Petrol,Sedan,1520,3995,1680,5,20.5,5,165,5,Manual,2,1785,1490,1540,26.67,28.5,2450,5.2
158,Toyota,Etios Liva,V,581000,1197,4,4,FWD,In-line,BS IV,45,Petrol,Hatchback,1510,3884,1695,5,18.16,5,170,5,Manual,2,895,1468,1474,27.03,33.55,2460,4.8
159,Hyundai,Xcent,E,581078,1197,4,4,FWD,In-line,BS IV,43,Petrol,Sedan,1520,3995,1660,4,23,5,165,5,Manual,2,1100,1479,1493,14.77,19,2425,5.2
160,Volkswagen,Polo,Trendline 1.0L (P),582000,999,3,4,FWD,In-line,BS IV,45,Petrol,Hatchback,1469,3971,1682,5,18.78,5,165,5,Manual,2,1033,1460,1456,14.77,31.67,2469,4.97
161,Tata,Zest,Xe Petrol,582287,1193,4,4,FWD,In-line,BS IV,44,Petrol,Sedan,1570,3995,1706,4,17.6,5,175,5,Manual,2,1135,1450,1440,15.24,93.33,2470,5.1
162,Maruti Suzuki,Dzire,Lxi,582613,1197,4,4,FWD,In-line,BS IV,37,Petrol,Sedan,1515,3995,1735,4,22,5,163,5,Manual,2,860,1490,1540,14.77,28.75,2450,4.8
163,Maruti Suzuki,Ignis,1.2,583320,1197,4,4,FWD,In-line,BS IV,32,Petrol,Hatchback,1595,3700,1690,5,20.89,5,180,5,Manual,2,1785,1490,1540,26.67,26.9,2435,4.7
164,Hyundai,Grand I10,1.2,586428,1197,4,4,FWD,In-line,BS IV,43,Petrol,Hatchback,1520,3765,1660,5,18.9,5,165,5,Manual,2,1003,1479,1493,61.22,28.5,2425,4.7
165,Hyundai,Grand I10 Nios,1.2,589610,1197,4,4,FWD,In-line,BS VI,37,Petrol,Hatchback,1520,3805,1680,5,20.7,5,165,5,Manual,2,935,1490,1540,18.92,28.5,2450,5.2
166,Icml,Extreme,9,589678,1994,4,4,RWD,In-line,BS IV,50,Diesel,SUV,1885,4440,1695,5,11.12,5,170,9,Manual,2,1738,1490,1540,18.92,108,2541,5.6
167,Tata,Bolt,Xm Petrol,590268,1193,4,4,FWD,In-line,BS IV,44,Petrol,Hatchback,1562,3825,1695,5,17.57,5,165,5,Manual,2,1095,1490,1540,18.92,93.33,2470,5.1
168,Mahindra,Kuv100 Nxt,K2 D 6Str,590798,1198,3,4,FWD,In-line,BS IV,35,Diesel,Hatchback,1655,3700,1735,5,25.32,5,170,6,Manual,2,1785,1490,1490,18.92,108.57,2385,5.2
169,Ford,Freestyle,1.2L Ti-Vct Ambiente,591400,1194,3,4,FWD,In-line,BS IV,42,Petrol,Hatchback,1570,3954,1737,5,19,5,190,5,Manual,2,1026,1490,1540,26.67,28.24,2490,5
170,Honda,Amaze,E Mt Petrol,593000,1199,4,4,FWD,In-line,BS VI,35,Petrol,Sedan,1498,3995,1695,4,19.5,5,170,5,Manual,2,905,1490,1540,26.67,22.92,2470,4.7
171,Datsun,Go+,T Vdc,593361,1198,3,4,FWD,In-line,BS IV,35,Petrol,MPV,1507,3995,1635,5,20.6,5,180,7,Manual,2,1785,1440,1445,26.67,26,2450,4.6
172,Volkswagen,Ameo,Trendline 1.0L,594000,999,3,4,FWD,In-line,BS IV,45,Petrol,Sedan,1483,3995,1682,4,19,5,165,5,Manual,2,1027,1460,1456,26.67,31.67,2470,5.2
173,Datsun,Go,T Cvt,594464,1198,3,4,FWD,In-line,BS IV,35,Petrol,Hatchback,1507,3788,1636,5,20.1,5,180,5,Manual,2,864,1440,1445,18.92,26,2450,4.6
174,Maruti Suzuki R,Wagon,1.2L Zxi Ags,594800,1197,3,4,FWD,In-line,BS VI,32,Petrol,Hatchback,1675,3655,1620,5,21.5,5,165,5,Automatic,2,1785,1490,1540,26.67,26.9,2450,5.2
175,Tata,Tiago Nrg,1.2L Revotron,594993,1199,3,4,FWD,In-line,BS IV,35,Petrol,Crossover,1587,3793,1665,5,23.84,5,180,5,Manual,2,1017,1400,1420,18.92,32.57,2400,5.2
176,Toyota,Etios Liva,Dual Tone V,597700,1197,4,4,FWD,In-line,BS IV,45,Petrol,Hatchback,1510,3884,1695,5,18.16,5,170,5,Manual,2,895,1468,1474,26.67,33.55,2460,4.8
177,Ford,Aspire,1.2,598500,1194,4,4,FWD,In-line,BS IV,42,Petrol,Sedan,1525,3995,1704,4,20.4,5,165,5,Manual,2,1016-1043 kg,1490,1540,66.67,28.24,2490,5.2
178,Maruti Suzuki,Dzire Tour,Lxi Cng,598940,1197,4,4,FWD,In-line,BS IV,42,CNG,Sedan,1555,3995,1695,4,26.6,5,170,5,Manual,2,935,1485,1495,50,28.75,2430,4.8
179,Tata,Tiago,Revotron Xz Plus,599000,1199,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1535,3746,1647,5,23,5,170,5,Manual,2,930,1400,1420,50,34.55,2400,4.9
180,Maruti Suzuki,Swift,Ldi,599000,1248,4,4,FWD,In-line,BS IV,37,Diesel,Hatchback,1530,3840,1735,5,25.2,5,163,5,Manual,2,955,1530,1530,14.77,95,2430,4.8
181,Ford,Figo,1.2,599900,1196,4,4,FWD,In-line,BS IV,42,Petrol,Hatchback,1525,3941,1704,5,20.4,5,165,5,Manual,2,1026,1490,1540,26.67,28.24,2490,5.2
182,Nissan,Micra Active,Xv,599950,1198,3,4,FWD,In-line,BS IV,41,Petrol,Hatchback,1530,3801,1665,5,19.49,5,154,5,Manual,2,1785,1490,1540,14.77,26,2450,4.65
183,Premier,Rio,Dx,603000,1489,4,4,FWD,In-line,BS IV,46,Diesel,SUV,1730,3970,1570,5,16,5,200,5,Manual,2,1145,1305,1310,26.67,67.56,2420,4.7
184,Maruti Suzuki,Ignis,1.2,607841,1197,4,4,FWD,In-line,BS IV,32,Petrol,Hatchback,1595,3700,1690,5,20.89,5,180,5,AMT,2,825,1460,1470,14.77,26.9,2435,4.7
185,Renault,Triber,Rxt,609000,999,3,4,FWD,In-line,BS VI,40,Petrol,MUV,1643,3990,1739,5,20.5,5,182,7,Manual,2,947,1547,1545,26.67,27.43,2636,5.2
186,Tata,Tiago,Revotron Xz Plus Dual Tone,610000,1199,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1535,3746,1647,5,23,5,170,5,Manual,2,930,1400,1420,15,34.55,2400,4.9
187,Tata,Tigor,Revotron Xm,610000,1199,3,4,FWD,In-line,BS VI,35,Petrol,Sedan,1537,3992,1677,4,23,5,165,5,Manual,2,992,1490,1540,15,34.24,2450,5.1
188,Tata,Bolt,Xms Petrol,614515,1193,4,4,FWD,In-line,BS IV,44,Petrol,Hatchback,1562,3825,1695,5,17.57,5,165,5,Manual,2,1095,1490,1540,15,93.33,2470,5.1
189,Tata,Altroz,Xm Petrol,615000,1199,3,4,FWD,In-line,BS VI,37,Petrol,Hatchback,1523,3990,1755,5,23,5,165,5,Manual,2,1785,1490,1540,15,34.24,2501,5
190,Datsun,Go+,T (O) Vdc,615153,1198,3,4,FWD,In-line,BS IV,35,Petrol,MPV,1507,3995,1635,5,20.6,5,180,7,Manual,2,1785,1440,1445,27.78,26,2450,4.6
191,Datsun,Go,T (O) Cvt,618015,1198,3,4,FWD,In-line,BS IV,35,Petrol,Hatchback,1507,3788,1636,5,20.1,5,180,5,Manual,2,864,1440,1445,27.78,26,2450,4.6
192,Maruti Suzuki,Swift,Vxi,619000,1197,4,4,FWD,In-line,BS VI,37,Petrol,Hatchback,1530,3840,1735,5,20.4,5,163,5,Manual,2,863,1530,1530,27.78,26.9,2450,4.8
193,Mahindra,Kuv100 Nxt,K2+ D 6Str,619243,1198,3,4,FWD,In-line,BS IV,35,Diesel,Hatchback,1655,3700,1735,5,25.32,5,170,6,Manual,2,1785,1490,1490,32.44,108.57,2385,5.2
194,Tata,Tiago,Revotron Xza,620000,1199,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1535,3746,1647,5,24,5,170,5,AMT,2,930,1400,1420,23.69,34.55,2400,5.2
195,Hyundai,Xcent Prime,T Crdi,620297,1197,4,4,FWD,In-line,BS IV,43,Diesel,Sedan,1520,3995,1660,4,20,5,165,5,Manual,2,1100,1479,1493,30,19,2425,5.2
196,Hyundai,Grand I10,1.2,620637,1197,4,4,FWD,In-line,BS IV,43,Petrol,Hatchback,1520,3765,1660,5,19.77,5,165,5,Manual,2,1003,1479,1493,30,28.5,2425,4.7
197,Maruti Suzuki,Gypsy,Soft Top,622730,1298,4,4,4WD,In-line,BS III,40,Petrol,SUV,1845,4010,1540,3,11.9,5,210,8,Manual,2,985,1300,1310,15,22.89,2375,5.1
198,Ford,Figo,1.5,623000,1498,4,4,FWD,In-line,BS IV,40,Diesel,Hatchback,1525,3941,1704,5,25.5,5,165,5,Manual,2,1057,1490,1540,27.78,122.86,2490,5.2
199,Toyota,Platinum Etios,G,627100,1496,4,4,FWD,In-line,BS IV,45,Petrol,Sedan,1510,4369,1695,4,16.78,5,170,5,Manual,2,935,1475,1485,15,44,2550,4.9
200,Icml,Extreme,9,628072,1994,4,4,RWD,In-line,BS IV,50,Diesel,SUV,1885,4440,1695,5,11.12,5,170,9,Manual,2,1738,1490,1540,22.22,108,2541,5.6
201,Toyota,Etios Liva,Vx,630000,1197,4,4,FWD,In-line,BS IV,45,Petrol,Hatchback,1510,3884,1695,5,18.16,5,170,5,Manual,2,895,1468,1474,15,33.55,2460,4.8
202,Maruti Suzuki,Ignis,1.2,630320,1197,4,4,FWD,In-line,BS IV,32,Petrol,Hatchback,1595,3700,1690,5,20.89,5,180,5,AMT,2,1785,1490,1540,22.22,26.9,2435,4.7
203,Mahindra,Kuv100 Nxt,K6+ 6Str,631144,1198,3,4,FWD,In-line,BS IV,35,Petrol,Hatchback,1655,3700,1735,5,18.15,5,170,6,Manual,2,1785,1490,1490,27.78,32.86,2385,5.2
204,Mahindra,Kuv100 Nxt,K6+ 5Str,631146,1198,3,4,FWD,In-line,BS IV,35,Petrol,Hatchback,1655,3700,1735,5,18.15,5,170,5,Manual,2,1785,1490,1490,27.78,32.86,2385,5.2
205,Fiat,Punto Evo,1.3,631292,1172,4,4,FWD,In-line,BS IV,45,Diesel,Hatchback,1525,3989,1687,5,20.5,5,185,5,Manual,1,1095,1490,1540,27.78,112.57,2510,5.2
206,Hyundai,Elite I20,Magna Plus,634950,1197,4,4,FWD,In-line,BS IV,45,Petrol,Hatchback,1505,3985,1734,5,18.6,5,170,5,Manual,2,1058,1505,1503,15,28.75,2570,5.2
207,Maruti Suzuki,Baleno,1.2,636612,1197,4,4,FWD,In-line,BS VI,37,Petrol,Hatchback,1510,3995,1745,5,21.4,5,170,5,Manual,2,870,1515,1525,15,0,2520,4.9
208,Maruti Suzuki,Gypsy,Hard Top,637343,1298,4,4,4WD,In-line,BS III,40,Petrol,SUV,1875,4010,1540,3,11.9,5,210,8,Manual,2,985,1300,1310,15,22.89,2375,5.1
209,Hyundai,Xcent Prime,T+ Crdi,639616,1197,4,4,FWD,In-line,BS IV,43,Diesel,Sedan,1520,3995,1660,4,20.14,5,165,5,Manual,2,1100,1479,1493,27.78,19,2425,5.2
210,Tata,Tiago Nrg,1.2L Revotron Amt,639993,1199,3,4,FWD,In-line,BS IV,35,Petrol,Crossover,1587,3793,1665,5,23.84,5,180,5,AMT,2,1017,1400,1420,15,32.57,2400,5.2
211,Hyundai,Grand I10,1.2,640537,1197,4,4,FWD,In-line,BS IV,43,Petrol,Hatchback,1520,3765,1660,5,19.77,5,165,5,Manual,2,1003,1479,1493,27.78,28.5,2425,4.7
212,Toyota,Etios Liva,Dual Tone Vx,641700,1197,4,4,FWD,In-line,BS IV,45,Petrol,Hatchback,1510,3884,1695,5,18.16,5,170,5,Manual,2,895,1468,1474,15,33.55,2460,4.8
213,Icml,Extreme,9,642478,1994,4,4,RWD,In-line,BS III,50,Diesel,SUV,1885,4440,1695,5,11.12,5,170,9,Manual,2,1710,1490,1540,27.78,120,2541,5.6
214,Hyundai,Grand I10 Nios,1.2,642610,1197,4,4,FWD,In-line,BS VI,37,Petrol,Hatchback,1520,3805,1680,5,20.7,5,165,5,Automatic,2,935,1490,1540,15,28.5,2450,5.2
215,Hyundai,Grand I10 Nios,1.2,643350,1197,4,4,FWD,In-line,BS VI,37,Petrol,Hatchback,1520,3805,1680,5,20.7,5,165,5,Manual,2,935,1490,1540,27.78,28.5,2450,5.2
216,Hyundai,Xcent,1.2,643769,1197,4,4,FWD,In-line,BS IV,43,Petrol,Sedan,1520,3995,1660,4,20.14,5,165,5,Manual,2,1785,1479,1493,15,19,2425,5.2
217,Fiat,Linea Classic,1.4,646336,1368,4,4,FWD,In-line,BS IV,45,Petrol,Sedan,1487,4560,1730,4,14.9,5,185,5,Manual,2,1180,1490,1540,18.03,25.56,2603,5.4
218,Toyota,Etios Liva,Gd,647800,1364,4,2,FWD,In-line,BS IV,45,Diesel,Hatchback,1510,3884,1695,5,23.59,5,170,5,Manual,2,895,1468,1474,18.03,94.44,2460,4.8
219,Tata,Tiago,Revotron Xza Plus,649000,1199,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1535,3746,1647,5,24,5,170,5,AMT,2,930,1400,1420,18.03,34.55,2400,5.2
220,Toyota,Etios Cross,G,650000,1197,4,4,FWD,In-line,BS IV,45,Petrol,Hatchback,1555,3895,1735,5,17.71,5,174,5,Manual,2,935,1490,1540,18.03,33.55,2460,4.8
221,Tata,Tigor,Revotron Xz,650000,1199,3,4,FWD,In-line,BS VI,35,Petrol,Sedan,1537,3992,1677,4,23,5,170,5,Manual,2,992,1490,1540,18.03,34.24,2450,5.1
222,Hyundai,Grand I10,1.2,652328,1197,4,4,FWD,In-line,BS IV,43,Petrol,Hatchback,1520,3765,1660,5,17.49,5,165,5,Automatic,2,1785,1479,1493,27.78,28.5,2425,5.2
223,Hyundai,Grand I10,1.2,653452,1197,4,4,FWD,In-line,BS IV,43,CNG,Hatchback,1520,3765,1660,5,18.9,5,165,5,Manual,2,1003,1479,1493,27.78,28.5,2425,4.7
224,Maruti Suzuki,Dzire Tour,Ldi,653523,1248,4,4,FWD,In-line,BS IV,42,Diesel,Sedan,1555,3995,1695,4,28.4,5,170,5,Manual,2,1045,1485,1495,27.78,95,2430,4.8
225,Tata,Zest,Xm Petrol,653926,1193,4,4,FWD,In-line,BS IV,44,Petrol,Sedan,1570,3995,1706,4,17.6,5,175,5,Manual,2,1135,1450,1440,21.69,93.33,2470,5.1
226,Hyundai,Venue,1.2,655000,1197,4,4,FWD,In-line,BS IV,45,Petrol,SUV,1590,3995,1770,5,17.52,5,200,5,Manual,2,1785,1490,1540,21.69,28.18,2500,5.2
227,Hyundai,Aura,1.2,655900,1197,4,4,FWD,In-line,BS VI,37,Petrol,Sedan,1520,3995,1680,5,20.5,5,165,5,Manual,2,1785,1490,1540,21.69,28.5,2450,5.2
228,Mahindra,Verito Vibe,D2,657628,1461,4,2,FWD,In-line,BS IV,50,Diesel,Hatchback,1540,3991,1740,5,20.08,5,172,5,Manual,2,1155,1490,1540,30,80,2630,5.25
229,Datsun,Go+,T Cvt,658361,1198,3,4,FWD,In-line,BS IV,35,Petrol,MPV,1507,3995,1635,5,20.6,5,180,7,Manual,2,1785,1440,1445,30,26,2450,4.6
230,Tata,Tiago,Revotron Xza Plus Dual Tone,660000,1199,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1535,3746,1647,5,24,5,170,5,AMT,2,930,1400,1420,27.78,34.55,2400,5.2
231,Tata,Tigor,Revotron Xma,660000,1199,3,4,FWD,In-line,BS VI,35,Petrol,Sedan,1537,3992,1677,4,23,5,165,5,AMT,2,992,1490,1540,15,34.24,2450,5.1
232,Mahindra,Kuv100 Nxt,K4+ D 5Str,660832,1198,3,4,FWD,In-line,BS IV,35,Diesel,Hatchback,1655,3700,1735,5,25.32,5,170,5,Manual,2,1785,1490,1490,27.78,108.57,2385,5.2
233,Tata,Bolt,Xe Diesel,661111,1248,4,4,FWD,In-line,BS IV,44,Diesel,Hatchback,1562,3825,1695,5,22.95,5,165,5,Manual,2,1132,1490,1540,15,108.57,2470,5.1
234,Toyota,Etios Liva,Vx Dual Tone Limited Edition,662700,1197,4,4,FWD,In-line,BS IV,45,Petrol,Hatchback,1510,3884,1695,5,18.16,5,170,5,Manual,2,895,1468,1474,27.78,33.55,2460,4.8
235,Nissan,Micra,Xl (O) Cvt,662880,1198,3,12,FWD,In-line,BS IV,41,Petrol,Hatchback,1530,3825,1665,5,19.34,5,154,5,Automatic,2,930,1490,1540,15,26,2450,4.65
236,Renault,Triber,Rxz,663000,999,3,4,FWD,In-line,BS VI,40,Petrol,MUV,1643,3990,1739,5,20.5,5,182,7,Manual,4,947,1547,1545,27.78,27.43,2636,5.2
237,Ford,Aspire,1.2,663400,1194,4,4,FWD,In-line,BS IV,42,Petrol,Sedan,1525,3995,1704,4,20.4,5,165,5,Manual,2,1016-1043 kg,1490,1540,15,28.24,2490,5.2
238,Ford,Figo,1.2,664900,1194,4,4,FWD,In-line,BS IV,42,Petrol,Hatchback,1525,3941,1704,5,20.4,5,165,5,Manual,5,1026,1490,1540,27.78,28.24,2490,5.2
239,Volkswagen,Ameo,Comfortline 1.0L,665000,999,3,4,FWD,In-line,BS IV,45,Petrol,Sedan,1483,3995,1682,4,19,5,165,5,Manual,2,1039,1460,1456,23.39,31.67,2470,5.2
240,Maruti Suzuki,Swift,Vxi Amt,666000,1197,4,4,FWD,In-line,BS VI,37,Petrol,Hatchback,1530,3840,1735,5,20.4,5,163,5,Automatic,2,863,1530,1530,18.03,26.9,2450,4.8
241,Maruti Suzuki,Dzire,Ldi,666622,1248,4,4,FWD,In-line,BS IV,37,Diesel,Sedan,1515,3995,1735,4,28.4,5,163,5,Manual,2,955,1490,1540,18.03,95,2450,4.8
242,Maruti Suzuki,Ignis,1.2,666898,1197,4,4,FWD,In-line,BS IV,32,Petrol,Hatchback,1595,3700,1690,5,20.89,5,180,5,Manual,2,860,1490,1540,18.03,26.9,2435,4.7
243,Mahindra,Kuv100 Nxt,K4+ D 6Str,667273,1198,3,4,FWD,In-line,BS IV,35,Diesel,Hatchback,1655,3700,1735,5,25.32,5,170,6,Manual,2,1785,1490,1490,18.03,108.57,2385,5.2
244,Toyota,Etios Cross,1.2,668500,1197,4,4,FWD,In-line,BS IV,45,Petrol,Hatchback,1555,3895,1735,5,17.71,5,174,5,Manual,2,935,1490,1540,27.78,33.55,2460,4.8
245,Maruti Suzuki,Baleno,1.3,668611,1248,4,4,FWD,In-line,BS IV,37,Diesel,Hatchback,1500,3995,1745,5,27.39,5,170,5,Manual,2,960,1515,1525,27.78,95,2520,4.9
246,Premier,Rio,Glx,670000,1173,4,4,FWD,In-line,BS IV,46,Petrol,SUV,1730,3970,1570,5,16,5,200,5,Manual,2,1080,1305,1310,27.78,29.69,2420,4.7
247,Tata,Zest,Xms Petrol,672641,1193,4,4,FWD,In-line,BS IV,44,Petrol,Sedan,1570,3995,1706,4,17.6,5,175,5,Manual,2,1129,1450,1440,27.78,93.33,2470,5.1
248,Honda,Amaze,S Mt Petrol,673000,1198,4,4,FWD,In-line,BS VI,35,Petrol,Sedan,1501,3995,1695,4,19.5,5,170,5,Manual,2,917,1490,1540,18.03,22.92,2470,4.7
249,Maruti Suzuki,Dzire,Vxi,673112,1197,4,4,FWD,In-line,BS IV,37,Petrol,Sedan,1515,3995,1735,4,22,5,163,5,Manual,2,872,1490,1540,18.03,28.75,2450,4.8
250,Hyundai,Xcent,E Crdi,673261,1197,4,4,FWD,In-line,BS IV,43,Diesel,Sedan,1520,3995,1660,4,23,5,165,5,Manual,2,1100,1479,1493,12.55,108.57,2425,5.2
251,Hyundai,Grand I10 Nios,1.2,673350,1197,4,4,FWD,In-line,BS VI,37,Petrol,Hatchback,1520,3805,1680,5,20.7,5,165,5,Manual,2,935,1490,1540,12.55,28.5,2450,5.2
252,Tata,Bolt,Xt Petrol,674960,1193,4,4,FWD,In-line,BS IV,44,Petrol,Hatchback,1562,3825,1695,5,17.57,5,165,5,Manual,2,1095,1490,1540,10.73,93.33,2470,5.1
253,Hyundai,Grand I10 Nios,1.2,675090,1186,3,4,FWD,In-line,BS VI,37,Diesel,Hatchback,1520,3805,1680,5,20.7,5,165,5,Manual,2,1785,1490,1540,12.55,108.57,2450,5.2
254,Ford,Freestyle,1.5L Tdci Ambiente,676400,1498,4,4,FWD,In-line,BS IV,40,Diesel,Crossover,1570,3954,1737,5,24.4,5,190,5,Manual,2,1062,1490,1540,12.55,122.86,2490,5
255,Volkswagen,Polo,1,676500,999,3,4,FWD,In-line,BS IV,45,Petrol,Hatchback,1469,3971,1682,5,18.78,5,165,5,Manual,2,1049,1460,1456,10.73,31.67,2469,4.97
256,Fiat,Urban Cross,1.3,677618,1248,4,4,FWD,In-line,BS IV,45,Diesel,Crossover,1542,3989,1706,5,20,5,205,5,Manual,2,1210,1490,1540,12.55,104.5,2510,5.2
257,Maruti Suzuki,Swift,Zxi,678000,1197,4,4,FWD,In-line,BS VI,37,Petrol,Hatchback,1530,3840,1735,5,20.4,5,163,5,Manual,2,871,1520,1520,12.55,26.9,2450,4.8
258,Datsun,Go+,T (O) Cvt,680153,1198,3,4,FWD,In-line,BS IV,35,Petrol,MPV,1507,3995,1635,5,20.6,5,180,7,Manual,2,1785,1440,1445,13.83,26,2450,4.6
